employee_id,amount,from_date,to_date
236320,50679,1996-06-30,1997-06-30
16366,77501,1998-12-30,1999-12-30
242871,56268,1996-09-25,1997-09-25
247695,62084,2002-02-17,9999-01-01
218228,71994,1990-11-26,1991-11-26
479221,76597,1996-08-24,1997-08-24
471394,83015,1996-08-11,1997-08-11
242077,57297,1999-10-12,2000-10-11
462314,45316,1994-09-10,1995-09-10
86139,50173,1987-09-24,1988-09-23
18122,85869,2002-02-01,9999-01-01
485268,82610,1992-07-30,1993-07-30
442496,42688,1991-01-06,1992-01-06
499865,45766,2001-12-30,9999-01-01
253704,76780,1991-08-19,1992-08-18
205222,44861,1989-04-04,1990-04-04
92684,51191,1990-10-08,1991-10-08
254655,52581,1995-05-16,1996-05-15
276416,70276,1990-07-18,1991-07-18
249196,46566,1993-10-03,1994-10-03
425112,61902,1993-09-06,1994-09-06
66979,65084,2001-11-08,9999-01-01
299932,47038,2001-03-14,2002-03-14
252738,69293,1990-03-26,1991-03-26
294779,70689,1988-04-06,1989-04-06
19868,70837,1998-01-09,1999-01-09
423040,58045,1997-03-21,1998-03-21
291067,63655,1997-02-27,1998-02-27
263635,40000,2000-01-20,2001-01-19
46073,44859,2000-02-15,2001-02-14
221575,80927,1998-08-15,1999-08-15
429516,71234,2001-02-17,2002-02-17
213615,41513,1996-10-10,1997-10-10
282354,54341,1996-10-09,1997-10-09
32533,59691,1999-03-22,2000-03-21
226893,56930,1996-02-06,1997-02-05
10870,81538,1996-01-11,1997-01-10
403535,85991,1991-12-15,1992-12-14
24169,43175,1998-05-29,1999-05-29
80755,56937,2002-07-11,9999-01-01
92470,53324,2002-07-27,9999-01-01
485163,53995,1995-10-03,1996-10-02
433649,71607,1989-02-13,1990-02-13
407185,62013,2002-01-02,9999-01-01
427672,49120,1998-12-01,1999-12-01
460747,69150,2000-09-14,2001-09-14
403667,73830,1994-08-16,1995-08-16
220949,83887,1997-06-08,1998-06-08
93946,58355,1993-06-20,1994-06-20
449546,78129,1997-10-24,1998-10-24
252232,60420,2000-10-03,2001-10-03
425666,63996,1995-10-12,1996-10-11
76926,61157,1997-04-19,1998-04-19
491530,44561,1988-11-05,1989-11-05
31849,68108,1998-12-15,1999-12-15
432420,68158,1995-06-27,1996-06-26
104903,71226,2000-09-25,2001-09-25
10879,92306,2000-08-11,2001-08-11
207603,62561,1988-12-06,1989-12-06
484280,60165,1997-02-11,1998-02-11
424955,92352,1990-08-18,1991-08-18
253567,82960,1997-02-17,1998-02-17
65365,52932,1988-10-03,1989-10-03
108828,79441,1996-10-14,1997-10-14
99721,54102,2001-03-21,2002-03-21
493352,63746,1997-01-07,1998-01-07
77012,98849,2000-05-09,2001-05-09
86286,73209,2000-11-28,2001-11-28
499249,59281,1999-03-16,2000-03-15
469624,70233,1998-08-21,1999-08-21
30526,68408,1995-08-02,1996-08-01
217743,51843,1995-09-21,1996-09-20
13413,73152,1994-01-08,1995-01-08
76711,64858,1994-04-30,1995-04-30
215808,76231,1993-11-17,1994-11-17
61587,79286,2000-04-14,2001-04-14
40077,45965,1993-04-07,1994-04-07
213482,68145,1998-11-23,1999-11-23
222702,78788,1992-02-09,1993-02-08
428230,62391,1997-07-08,1998-07-08
439510,42830,1987-04-30,1988-04-29
55772,101126,2002-04-26,9999-01-01
217268,76382,2001-07-16,2002-07-16
282586,106447,2002-06-02,9999-01-01
473942,51782,1996-12-11,1997-12-11
415089,81263,1995-01-04,1996-01-04
215313,54951,1997-02-08,1998-02-08
294360,47706,1992-06-11,1993-06-11
479264,63400,1991-08-31,1992-08-30
459075,62370,1995-10-30,1996-10-29
237291,63424,1997-06-24,1998-06-24
39340,44983,1991-03-25,1992-03-24
426631,59307,1998-12-15,1999-12-15
20491,59495,1994-06-09,1995-06-09
240174,40000,1985-11-15,1986-11-15
475136,84957,1999-07-19,2000-07-18
69931,51314,1999-01-19,1999-04-02
83408,58633,2002-01-30,9999-01-01
276869,83214,1998-01-29,1999-01-29
258446,74147,1991-03-21,1992-03-20
108960,49692,1995-03-21,1996-03-20
412425,62909,2000-03-24,2001-03-24
107263,47569,1988-09-21,1989-09-21
219620,78105,2001-05-28,2002-05-28
296195,74262,1997-11-22,1998-11-22
70003,60425,1995-04-16,1996-04-15
416528,90792,1998-12-31,1999-12-31
247860,68781,1989-01-23,1990-01-23
455305,75160,1997-07-17,1998-07-17
90520,60261,1994-06-20,1995-06-20
15165,74422,1993-03-18,1994-03-18
475937,70689,1989-04-16,1990-04-16
242477,97528,1997-12-29,1998-12-29
233094,42494,1992-03-04,1993-03-04
280919,82750,2000-07-17,2001-07-17
203670,56871,2000-05-14,2001-05-14
458439,85189,1994-04-20,1995-04-20
42563,53409,1999-03-04,2000-03-03
216032,71579,2001-04-08,2002-04-08
496873,61295,2002-06-18,9999-01-01
428796,58535,1998-11-19,1999-11-19
289038,43993,1998-12-09,1999-12-09
406016,47460,1991-07-06,1992-07-05
271641,85797,1996-05-19,1997-05-19
459940,49764,1992-10-07,1993-10-07
40862,40000,1994-10-24,1995-10-24
27029,78320,1986-03-19,1987-03-19
413780,113480,1993-10-13,1994-10-13
467589,57737,1999-03-31,2000-03-30
53059,54478,1992-05-06,1993-05-06
215437,44144,1994-06-06,1995-06-06
18047,44115,1997-01-24,1998-01-24
250854,77327,1990-05-26,1991-05-26
106550,68523,1996-11-11,1997-11-11
209375,54081,1997-03-02,1998-03-02
27050,55941,1991-09-27,1992-09-26
76875,67865,1986-10-27,1987-10-27
36982,58729,2000-06-21,2001-06-21
84789,103555,1998-04-01,1999-04-01
469756,44702,1992-04-26,1993-04-26
76528,76524,1996-06-15,1997-06-15
236633,54192,1992-05-07,1993-05-07
12021,42159,1993-09-29,1994-09-29
288443,40000,1993-05-21,1994-05-21
205010,55609,1997-06-23,1998-06-23
258150,60699,2002-06-02,9999-01-01
461928,54578,1998-09-06,1999-09-06
51219,67898,1994-10-05,1995-10-05
436599,45352,2000-08-30,2001-08-30
475421,43552,1994-07-16,1995-07-16
15316,71750,2000-12-09,2001-12-09
493181,76161,1989-01-25,1990-01-25
13005,54147,1997-12-05,1998-12-05
108848,54185,1998-07-04,1999-07-04
280157,74949,1998-04-02,1999-04-02
103211,69970,1999-03-03,2000-03-02
429036,51045,1995-05-24,1996-05-23
256611,66801,1993-10-17,1994-10-17
268147,73742,2001-11-27,9999-01-01
37259,63229,1998-05-11,1999-05-11
79962,42426,2001-01-29,2002-01-29
286025,44302,1997-09-29,1998-09-29
435713,65783,1996-02-04,1997-02-03
94311,48373,2000-10-11,2001-10-11
230512,89206,1994-04-15,1995-04-15
465830,59903,2000-04-26,2001-04-26
250082,56367,1993-12-03,1994-12-03
91199,93430,2002-04-03,9999-01-01
458664,64069,1994-11-02,1995-11-02
76333,54533,1997-11-24,1998-11-24
431052,57807,1997-08-20,1998-08-20
68589,43383,1986-06-15,1987-06-15
39539,70951,1995-10-03,1996-10-02
410843,44223,1994-12-26,1995-12-26
294230,71788,2000-05-06,2001-05-06
494364,72375,2001-07-11,2002-07-11
239989,51196,1995-12-19,1996-12-18
67258,46050,1999-03-10,2000-03-09
248034,54075,1998-12-16,1999-12-16
464044,66437,2001-06-27,2002-06-27
62482,56225,1991-08-24,1992-08-23
100093,59257,1991-04-10,1992-04-09
412706,63077,1998-12-24,1999-12-24
69583,58963,1995-09-19,1996-09-18
41102,63917,1996-08-16,1997-08-16
445068,69246,1992-04-02,1993-04-02
59664,67836,2002-01-22,9999-01-01
459766,64598,1987-03-03,1988-03-02
474825,105079,2001-01-31,2002-01-31
214575,61414,1996-04-18,1997-04-18
277278,43148,2000-08-02,2001-08-02
95943,82532,1993-05-26,1994-05-26
445338,63394,1995-12-10,1996-12-09
425462,101758,1995-02-11,1996-02-11
227129,59671,2000-11-30,2001-11-30
406469,76070,1999-02-15,2000-02-15
491303,64799,2001-02-24,2002-02-24
259066,53514,1992-05-17,1993-05-17
92413,66161,1986-09-25,1987-09-25
230872,59526,1997-08-20,1998-08-20
225274,78669,2001-06-14,2002-06-14
251660,70571,1997-11-01,1998-11-01
497083,57458,1998-04-24,1999-04-24
41936,82161,2002-05-16,9999-01-01
449231,63910,1996-12-07,1997-12-07
99597,49972,2001-05-29,2002-05-29
44241,86970,1999-06-17,2000-06-16
234186,61327,1999-03-30,2000-03-29
200655,48729,1995-09-04,1996-09-03
436531,90227,1998-12-30,1999-12-30
23352,80093,1998-09-17,1999-09-17
99681,80978,1991-07-16,1992-07-15
431748,56616,1992-01-07,1993-01-06
273379,82562,2000-03-11,2001-03-11
204388,59443,1995-06-21,1996-06-20
418113,103724,1994-11-04,1995-11-04
241464,42513,1987-12-07,1988-12-06
37118,58529,1994-07-22,1995-07-22
84035,79442,1998-01-11,1999-01-11
283872,55904,1997-01-07,1998-01-07
485998,65871,1995-01-09,1996-01-09
260424,63478,1996-12-12,1997-12-12
27800,61490,1998-06-01,1999-06-01
93636,43982,1995-11-21,1996-11-20
202302,45573,1992-08-02,1993-08-02
95772,78803,1997-02-08,1998-02-08
96186,66927,1991-06-13,1992-06-12
63819,113532,1999-08-06,2000-08-05
279349,70450,1996-12-25,1997-12-25
405396,46760,1991-03-17,1992-03-16
291683,78381,1997-11-01,1998-11-01
268014,48212,1997-07-04,1998-07-04
419167,75103,1999-07-29,2000-07-28
68170,67753,1989-11-29,1990-11-29
499190,95974,1999-06-09,2000-06-08
449960,102120,1999-06-18,2000-06-17
455242,46956,1986-04-15,1987-04-15
256722,76079,1991-12-01,1992-11-30
415504,55250,1991-12-27,1992-12-26
287171,40000,1998-05-01,1998-10-20
418645,41233,1988-08-28,1989-08-28
299555,62354,1990-06-29,1991-06-29
40116,40000,1986-03-13,1986-10-22
430569,41417,2000-06-12,2001-06-12
105568,42494,2000-12-14,2001-12-14
61283,46982,1995-06-02,1996-06-01
469717,83571,2000-10-04,2001-10-04
476012,90029,2000-08-12,2001-08-12
250960,49853,2000-10-10,2001-10-10
62472,64700,2001-04-30,2002-04-30
200703,59053,1990-08-03,1991-08-03
495362,60080,1992-11-04,1993-11-04
253688,60972,1987-09-01,1988-08-31
470100,93850,1991-01-09,1992-01-09
419088,73212,1995-04-23,1996-04-22
65447,51852,1994-06-22,1995-06-22
479006,66435,1994-10-04,1995-10-04
255313,76823,1997-03-27,1998-03-27
76028,69907,2000-12-05,2001-12-05
19440,43249,1987-05-12,1988-05-11
94349,57330,1990-01-26,1991-01-26
221801,78089,2001-08-08,9999-01-01
94736,52846,1999-06-13,2000-06-12
235299,42551,1995-07-06,1996-07-05
483656,116697,1997-10-27,1998-10-27
430626,67636,2001-05-01,2002-05-01
58663,63744,1999-04-09,2000-04-08
71320,44694,1987-05-25,1988-05-24
411406,55660,1990-08-18,1991-08-18
253253,56862,1998-08-04,1999-08-04
82649,54122,2000-10-08,2001-10-08
31198,43690,1993-12-04,1994-12-04
237921,55129,2000-07-10,2001-07-10
264028,57838,2000-12-15,2001-12-15
22471,54892,1987-04-29,1988-04-28
235908,54303,1993-11-22,1994-11-22
283773,50943,1991-03-12,1992-03-11
476026,41411,1994-09-01,1995-09-01
11194,83070,1996-10-22,1997-10-22
202024,54380,1992-02-01,1993-01-31
256606,43995,1995-03-10,1996-03-09
259924,52391,1993-12-09,1994-12-09
491444,40000,1986-05-24,1987-05-24
86875,68729,1999-10-13,2000-10-12
232816,45743,1994-04-08,1995-04-08
102378,75247,2002-05-08,9999-01-01
237985,40000,2000-01-15,2001-01-14
207868,71415,1997-06-12,1998-06-12
470141,89117,1996-10-05,1997-10-05
16213,61889,1995-12-17,1996-12-16
266229,39769,1996-01-16,1997-01-15
258605,52506,1996-01-23,1997-01-22
468304,84994,2001-05-13,2002-05-13
428848,123558,1997-07-25,1998-07-25
492002,43054,1994-01-07,1995-01-07
285175,45380,1999-04-09,2000-04-08
212577,67008,1999-02-19,2000-02-19
222446,64676,2002-04-10,9999-01-01
220792,42458,1995-07-22,1996-07-21
420900,55511,1988-08-12,1989-08-12
472853,91415,2001-06-27,2002-06-27
15831,49042,1991-03-19,1992-03-18
54748,81848,1990-07-27,1991-07-27
71209,57227,1995-05-10,1996-05-09
275443,43402,1996-09-22,1997-09-22
285456,61628,2000-04-30,2001-04-30
252951,43965,1990-11-10,1991-11-10
106149,45798,1994-07-28,1995-07-28
403012,50748,1998-06-19,1999-06-19
39281,62462,1997-06-11,1998-06-11
96102,92717,1997-12-21,1998-12-21
93186,56259,1993-02-18,1994-02-18
50355,44386,1993-06-18,1994-04-12
294474,40000,1988-10-29,1989-10-29
12649,64692,1987-10-05,1988-10-04
250187,94404,1994-12-01,1995-12-01
496046,47582,1992-02-03,1993-02-02
103926,90700,1995-09-26,1996-09-25
49335,99433,1994-04-30,1995-04-30
78851,62496,2002-06-27,9999-01-01
57020,49613,2000-07-14,2001-07-14
213146,40000,1988-02-09,1989-02-08
244866,59436,2001-11-24,9999-01-01
250477,118203,2002-03-27,9999-01-01
218877,66161,2000-10-18,2001-10-18
78266,45650,1994-10-24,1995-10-24
255161,62524,2001-06-09,2001-09-29
71706,52874,1992-02-03,1993-02-02
297911,70038,1998-10-05,1999-10-05
483309,74477,1999-04-13,2000-04-12
20355,72460,1994-12-15,1995-12-15
252821,50903,1988-03-18,1989-03-18
78411,52157,1992-04-26,1992-08-27
19721,66474,1995-05-08,1996-05-07
227454,44126,1988-06-14,1989-06-14
492660,68729,1987-10-04,1988-10-03
51520,71491,1988-02-17,1989-02-16
299196,100061,1999-12-01,2000-11-30
431702,55796,1996-09-11,1997-09-11
214120,51312,1991-11-07,1992-11-06
249682,56371,1997-03-30,1998-03-30
400887,97204,1999-03-25,2000-03-24
57344,72790,1991-06-13,1992-06-12
43563,63511,1988-08-12,1989-08-12
32822,71631,1995-05-06,1996-05-05
63568,65011,1989-06-19,1990-06-19
210433,68374,1997-12-14,1998-12-14
483063,60778,1997-06-24,1998-06-24
235286,65602,1994-11-11,1994-12-09
204614,66932,1995-06-23,1996-01-26
498125,50551,1998-11-19,1999-11-19
415036,60649,1998-11-19,1999-11-19
438818,51964,1992-11-09,1993-11-09
484030,47708,1991-03-20,1992-03-19
491703,50060,1988-12-19,1989-12-19
204859,41264,1999-12-13,2000-12-12
433544,51504,1999-03-07,2000-03-06
99618,69904,1996-04-14,1997-04-14
271422,52430,1995-08-23,1996-08-22
249308,89287,2001-04-17,2002-04-17
22198,68929,2000-07-26,2001-07-26
65576,46621,1997-12-09,1998-12-09
202054,57612,1987-03-29,1988-03-28
222207,48391,1998-09-27,1999-09-27
77226,52641,2001-04-10,2002-04-10
48207,71585,2000-03-31,2001-03-31
235817,73213,1988-08-10,1989-08-10
64969,40000,1994-06-09,1995-06-09
97811,49771,1989-10-10,1990-10-10
32378,76712,1994-11-26,1995-11-26
440889,109214,2001-05-10,2002-05-10
288660,54703,2002-05-21,9999-01-01
490791,72960,2000-05-17,2001-05-17
269890,58166,1996-11-10,1997-11-10
467030,65556,1998-10-05,1999-10-05
495875,58136,1992-01-16,1993-01-15
297357,51070,1990-12-23,1991-12-23
291286,56179,1988-03-15,1989-03-15
38858,70365,2001-09-16,9999-01-01
432961,85891,1996-01-07,1997-01-06
480144,84123,1990-07-11,1991-07-11
293035,60097,1997-09-09,1998-09-09
76225,72963,2001-04-04,2002-04-04
404544,77631,1996-11-23,1997-03-10
30902,54997,1998-02-23,1999-01-31
10329,85563,2001-01-16,2002-01-16
296697,57776,2002-07-15,9999-01-01
17272,72964,2000-08-06,2001-08-06
251795,50863,1998-06-04,1999-06-04
43966,53629,1997-09-26,1998-09-26
228550,76159,1991-04-14,1992-04-13
277465,60696,1998-09-05,1999-09-05
268499,56556,1997-11-27,1998-11-27
104012,53668,2000-09-16,2001-09-16
223508,51740,1992-08-01,1993-08-01
407819,66297,2000-01-21,2001-01-20
29222,44113,2000-07-15,2001-07-15
100299,63092,1999-10-02,2000-10-01
29055,55673,1989-12-13,1990-12-13
33926,68104,2001-03-14,2002-03-14
202408,86824,2002-06-06,9999-01-01
221983,44749,1987-04-08,1988-04-07
39309,53442,1993-12-22,1994-12-22
98954,44910,1996-12-06,1997-12-06
74336,84189,1991-10-25,1992-10-24
471783,64379,1987-02-10,1988-02-10
222081,58754,1998-01-25,1999-01-25
203869,48899,1999-04-17,2000-04-16
82272,72436,1999-03-27,2000-03-26
11790,65730,2001-03-06,2002-03-06
19274,56680,1993-09-28,1994-09-28
280157,67416,1994-04-03,1995-04-03
424462,51223,1994-03-26,1995-03-26
19461,47311,1998-04-23,1999-04-23
96978,40000,1993-10-21,1994-10-21
440750,68813,2001-06-27,2002-06-27
38736,63819,1992-04-07,1993-04-07
277581,60460,1998-06-23,1999-06-23
245565,88648,1997-03-26,1998-03-26
59257,82034,2000-06-06,2001-06-06
231987,81504,2001-01-12,2002-01-12
279444,40000,1994-11-29,1995-11-29
45028,51934,1994-05-24,1995-05-24
226164,75384,1995-01-29,1996-01-29
497575,58479,2002-04-27,9999-01-01
287849,63056,2001-03-27,2002-03-27
400418,48743,1992-07-20,1993-07-20
259128,45186,1995-10-06,1996-10-05
44187,51046,2002-01-11,9999-01-01
239448,71663,1998-01-14,1999-01-14
41313,43387,1990-11-26,1991-11-26
204204,61879,1997-01-18,1998-01-18
218800,60573,1995-05-14,1996-05-13
27145,55891,1996-02-10,1997-02-09
59713,40000,1996-07-08,1997-07-08
483761,52192,1994-12-31,1995-12-31
257948,40081,1989-03-15,1990-03-15
66744,52759,1996-10-28,1997-10-28
422500,94351,2002-06-09,9999-01-01
450763,50254,1998-09-21,1999-09-21
95845,70967,1994-12-05,1995-12-05
482193,72957,2000-10-03,2001-10-03
50795,53872,1998-06-05,1999-06-05
34167,94724,2001-04-30,2002-04-30
224755,69347,2000-07-14,2001-07-14
11444,58998,1999-12-30,2000-12-29
298488,44879,1994-12-08,1995-12-08
428122,57629,1997-09-15,1998-09-15
213673,50650,2000-08-03,2001-08-03
423795,85372,2002-02-23,9999-01-01
290661,48620,1995-07-11,1996-07-10
213962,75626,1993-02-11,1994-02-11
279002,73298,2000-09-10,2001-09-10
29377,51740,1993-01-20,1994-01-20
265191,87921,1996-02-10,1997-02-09
26264,76423,1995-12-27,1996-12-26
254857,79001,1989-04-24,1990-04-24
285337,100124,1997-11-18,1998-11-18
232241,79715,2001-12-29,9999-01-01
290772,64293,1987-06-03,1988-06-02
488677,65130,1998-11-02,1999-11-02
10947,51790,2000-11-14,2001-11-14
424592,75352,2002-02-16,9999-01-01
282707,41587,1996-02-02,1997-02-01
214431,56956,1999-07-18,2000-07-17
431032,54865,2000-09-21,2001-09-21
401305,55845,1990-12-14,1991-12-14
468843,84359,1994-09-11,1995-09-11
103128,39818,1991-11-26,1992-11-25
418044,46883,1993-06-05,1994-06-05
209507,56286,1995-08-03,1996-08-02
402702,45783,2001-10-18,9999-01-01
65553,46770,1992-02-18,1993-02-17
493268,61896,1996-02-24,1997-02-23
17318,73349,1994-04-21,1995-04-21
442006,54507,1997-08-12,1998-08-12
44682,91613,1997-06-18,1998-06-18
212559,72012,1992-06-26,1993-06-26
497603,50841,1992-06-08,1993-06-08
16268,49045,1989-11-23,1990-11-23
96780,77999,1999-02-13,2000-02-13
28589,79450,1991-06-19,1992-06-18
26626,52584,2000-01-19,2001-01-18
422629,81929,2001-01-03,2002-01-03
109447,66343,1996-09-24,1997-09-24
427244,63767,1991-10-05,1992-10-04
31667,61219,1997-08-26,1998-08-26
284875,111926,1999-12-13,2000-12-12
274951,76640,1997-12-25,1998-12-25
215908,53149,1999-11-28,2000-11-27
57176,40000,1986-10-03,1987-10-03
271408,55995,1993-05-20,1994-05-20
496580,78711,1999-10-18,2000-10-17
49016,43616,1996-04-05,1997-04-05
453983,57707,2000-03-10,2001-03-10
244688,72483,1993-02-23,1994-02-23
27874,72965,2001-03-29,2002-03-29
243031,58932,1994-10-22,1995-10-22
411879,77523,2000-03-17,2001-03-17
14434,40000,1989-09-21,1990-09-21
22483,61024,1994-03-20,1995-03-20
459423,69896,1992-02-28,1993-02-27
486539,57351,1998-01-06,1999-01-06
488400,86414,1988-07-11,1989-07-11
420199,50682,1994-09-25,1995-09-25
239060,52234,1994-12-21,1995-12-21
47179,68759,1988-03-13,1989-03-13
432624,73898,2001-03-14,2002-03-14
273092,79541,1997-07-05,1998-07-05
415052,85516,1998-03-29,1999-03-29
28513,40000,1999-02-23,2000-02-23
262167,68464,2001-03-27,2002-03-27
407299,43469,1993-04-29,1994-04-29
289495,81800,1999-10-27,2000-10-26
79299,62743,1999-08-12,2000-08-11
427646,75275,1991-11-11,1992-11-10
400060,52111,1999-04-29,2000-04-28
452174,50425,2000-10-12,2001-10-12
472475,70500,1995-06-18,1996-06-17
101851,52122,1997-06-24,1998-06-24
252996,53409,2002-06-04,9999-01-01
100862,66450,1998-02-09,1999-02-09
276708,49594,1998-08-02,1999-08-02
439845,80817,2001-08-17,9999-01-01
400106,67616,2001-07-11,2002-07-11
108344,63575,1996-09-28,1997-09-28
218919,75496,1987-01-10,1988-01-10
450966,82106,1998-10-29,1999-10-29
209895,88320,1993-04-27,1994-04-27
202746,79685,1996-03-10,1997-03-10
290198,83125,1995-02-25,1996-02-25
31271,75281,2000-10-22,2001-10-22
429852,53313,1997-08-10,1998-08-10
280416,47144,1992-01-26,1993-01-25
434197,68655,1985-08-23,1986-08-23
10288,96620,2001-08-27,9999-01-01
467486,40000,1996-12-30,1997-12-30
261610,64132,1988-06-09,1989-06-09
242997,111514,1998-10-06,1999-10-06
484597,66642,1987-07-25,1988-07-24
438718,70767,1993-03-24,1994-03-24
290280,92962,1999-04-26,2000-04-25
265070,56821,2000-03-29,2001-03-29
79552,46316,1990-01-15,1991-01-15
499522,45110,1989-10-10,1990-10-10
422979,79084,2000-04-12,2001-04-12
443147,40000,1995-06-10,1996-06-09
265219,50821,1997-11-18,1998-11-18
446877,53485,1995-12-18,1996-12-17
233718,59754,1998-09-10,1999-09-10
21213,49768,2001-09-07,9999-01-01
428548,64594,1998-06-30,1999-06-30
288959,73383,1992-11-17,1993-11-17
442896,66115,1998-03-06,1999-03-06
455606,100317,2001-07-16,2002-07-16
421263,64597,1990-08-22,1991-08-22
45354,79477,1987-01-03,1988-01-03
69186,119093,2000-04-01,2001-04-01
467977,72373,1994-02-11,1995-02-11
84988,78389,1997-01-04,1998-01-04
92373,56868,1990-04-13,1991-04-13
23907,68827,1998-09-21,1999-09-21
208655,58158,1994-12-01,1995-12-01
475982,49954,2001-07-10,2002-07-10
108901,99324,1999-09-07,2000-09-06
478194,46552,1993-07-06,1994-07-06
68196,83067,2002-06-16,9999-01-01
288206,73217,1998-06-26,1999-06-26
28895,68414,2000-12-11,2001-12-11
476913,66609,1998-06-17,1999-06-17
71337,70508,1999-05-19,2000-05-18
474225,58576,1999-12-17,2000-12-16
32134,40231,1987-12-23,1988-12-22
417363,67311,1992-11-14,1993-11-14
233981,56969,1994-11-03,1995-11-03
34965,61051,1997-04-07,1998-04-07
275316,52782,1999-11-22,2000-11-21
28327,66667,1995-06-29,1996-06-28
33780,53509,1993-05-26,1994-05-26
